GENE	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
SRPK3	-10.825	-11.983	-8.918	-5.457	-7.132	-8.497	0.749	-10.245	-13.309	-11.96
SRPR	10.599	5.704	10.513	3.789	3.834	12.908	4.686	14.849	23.167	15.04
SRPRB	3.024	3.437	5.94	-2.437	-3.185	-7.924	-0.532	-0.239	2.56	-1.122
SRPX	-11.339	-13.465	-16.442	-10.992	-8.177	-12.706	-2.829	-14.714	-15.714	-20.95
SRPX2	-8.976	-18.649	-13.469	-7.977	-13.329	-12.298	-3.718	-20.174	-16.9	-18.94
SRR	-14.411	-15.142	-25.075	-10.248	-14.903	-27.536	-1.128	-17.054	-12.775	-15.668
SRRD	-3.241	-8.246	-13.677	-7.934	-3.427	-12.231	-2.924	-12.695	-17.076	-17.767
SRRM1	3.343	13.891	12.61	2.697	15.532	8.414	6.136	19.854	7.867	22.933
SRRM2	-9.285	-2.916	-14.713	-5.517	-7.68	-7.258	-2.288	-12.543	-15.197	-6.863
SRRM4	-9.415	-21.858	-16.589	-9.099	-10.265	-16.582	-4.157	-19.958	-18.375	-16.435
SRRM5	-8.892	-13.762	-14.418	-8.781	-10.206	-13.744	-3.961	-22.581	-12.474	-16.217
SRRT	5.735	7.935	29.284	1.213	5.239	1.099	0.711	24.071	15.629	19.15
SRSF1	7.264	10.296	28.645	-6.776	28.462	17.11	6.152	42.336	60.236	34.057
SRSF10	-1.72	-3.629	-0.57	5.207	2.166	-13.311	-2.147	-4.989	-7.304	1.163
SRSF11	0.26	-3.617	25.483	9.346	9.418	-6.197	0.352	16.626	10.312	11.021
SRSF12	-13.511	-17.671	-13.092	-8.081	-11.033	-13.449	-1.939	-22.93	-16.914	-16.14
SRSF2	11.368	37.267	38.261	12.475	24.252	24.029	8.743	56.884	66.666	58.92
SRSF3	26.642	61.568	53.127	43.314	58.098	48.518	20.228	88.261	103.69	83.411
SRSF4	-8.305	-13.517	-5.111	-7.501	-9.945	-10.714	-1.64	-11.822	-13.122	-5.913
SRSF5	-3.036	-18.109	-9.718	-11.044	-14.974	-17.068	-2.724	-15.336	-16.086	-9.955
SRSF6	-6.059	1.832	-0.152	-4.907	-0.345	-3.343	-1.294	8.433	1.643	5.779
SRSF7	26.656	47.815	37.771	14.873	34.033	34.02	9.523	58.362	42.963	46.494
SRSF9	-4.223	-22.752	-10.878	-1.032	-9.767	-13.113	-2.318	-14.999	-18.172	-18.804
SRXN1	-8.635	-15.306	-16.089	-12.178	-12.573	-15.927	-3.722	-18.066	-18.253	-17.016
SRY	-9.189	-12.59	-13.864	-10.382	-9.065	-9.85	-1.202	-14.666	-15.562	-13.552
SS18	-10.524	-13.141	-16.662	-7.592	-16.996	-13.125	-5.69	-15.312	-14.366	-13.359
SS18L1	-8.003	-10.885	-11.446	-7.649	-11.569	-17.307	-1.391	-21.953	-20.559	-21.4
SS18L2	1.839	5.529	47.337	11.704	25.671	34.08	1.001	46.786	38.658	34.191
SSB	7.966	6.114	2.884	4.594	-0.264	4.557	-3.918	10.985	9.157	5.678
SSBP1	-5.791	11.412	-15.044	-6.475	-8.392	2.829	-3.382	6.823	17.812	-3.501
SSBP2	-4.569	-5.755	-7.002	-4.812	-4.385	-6.594	-3.742	-8.752	-11.01	-8.091
SSBP3	-1.754	-2.32	-0.893	-0.853	-0.561	-1.21	-2.345	-8.038	-8.36	-3.101
SSBP4	-6.634	-12.985	-13.615	-8.622	-7.767	-15.1	-4.882	-15.201	-12.839	-8.623
SSC5D	-4.288	-10.065	-13.67	-3.516	-7.495	-11.161	-4.54	-13.828	-14.541	-14.28
SSFA2	-7.622	-4.569	-13.416	-2.562	-9.17	-7.26	3.592	-12.533	-9.857	-7.474
SSH1	-6.962	-9.484	-12.144	-6.977	-4.711	-9.826	-3.126	-10.844	-12.104	-11.435
SSH2	-5.226	-12.498	-14.8	-7.113	-12.848	-9.14	-2.978	-21.127	-13.517	-13.405
SSH3	-8.61	-13.642	-14.358	-7.677	-11.057	-10.041	-1.168	-15.079	-13.32	-17.864
SSMEM1	-10.531	-16.272	-15.702	-6.267	-14.986	-14.009	-7.391	-19.418	-19.921	-18.936
SSNA1	-8.448	-15.259	-15.061	-9.913	-11.244	-17.865	-7.295	-20.447	-24.716	-20.097
SSPN	-19.413	-20.329	-22.388	-13.784	-14.589	-22.518	-9.76	-26.798	-31.459	-24.92
SSR1	-6.243	-19.289	-12.276	-5.118	-15.332	-15.558	-4.248	-15.071	-22.744	-13.054
SSR2	0.482	-18.721	-10.463	-2.692	-13.716	-16.3	-3.511	-14.148	-18.621	-15.383
SSR3	-2.966	-11.159	-14.201	0.596	-8.989	-7.866	-2.121	-15.305	-14.384	-14.972
SSR4	-9.929	-15.902	-19.394	-11.17	-15.85	-13.342	-6.231	-17.692	-16.619	-19.848
SSRP1	3.187	15.941	29.583	6.816	14.217	20.744	0.59	31.276	42.869	38.111
SSSCA1	-3.476	-6.973	-2.161	2.838	-3.576	-8.358	-0.304	-10.067	-4.638	-9.444
SST	-11.153	-15.386	-14.117	-8.206	-11.788	-12.394	-5.712	-18.856	-18.286	-20.486
SSTR1	-9.619	-13.931	-11.052	-5.386	-8.115	-6.884	-4.834	-19.066	-17.291	-17.666
SSTR2	-4.889	-15.84	-13.934	-6.306	-16.606	-12.406	-5.692	-17.408	-12.381	-8.393
SSTR3	-10.239	-13.848	-14.963	-8.339	-7.822	-14.399	-4.156	-14.444	-18.907	-15.235
SSTR4	-8.563	-10.53	-10.406	-7.486	-3.82	-7.116	-2.447	-13.896	-14.015	-12.269
SSTR5	-13.418	-14.303	-13.016	-11.666	-10.994	-15.381	-4.231	-18.03	-15.877	-13.26
SSU72	21.009	18.565	30.328	-2.976	22.459	33.057	-1.823	19.345	14.997	24.786
SSUH2	-12.351	-19.449	-21.155	-13.187	-14.678	-18.086	-5.571	-17.408	-17.919	-13.749
SSX1	-0.881	-8.241	-0.609	1.397	-1.842	-2.43	-3.736	-8.742	-8.188	-12.359
SSX2	8.783	2.79	4.688	3.829	1.078	-3.494	-2.195	6.037	3.581	2.97
SSX2IP	-9.71	-16.183	-15.115	-5.431	-10.383	-18.067	-6.623	-19.129	-21.281	-17.221
SSX3	0.352	-5.523	1.513	2.848	2.043	-0.469	-0.202	-7.792	-8.782	-10.727
SSX4	3.523	12.657	8.271	0.858	1.02	6.466	1.667	-1.663	-5.483	0.355
SSX4B	-2.098	-1.505	-3.268	-1.934	-3.616	-1.486	-1.57	-2.539	-1.774	-3.709
SSX5	5.122	-22.94	-5.704	-5.676	-2.373	-7.776	-0.232	-32.343	-25.711	-21.761
SSX7	-3.407	-6.722	-7.209	-1.742	-7.109	-12.881	-1.524	-10.562	-6.484	-3.194
ST13	-3.216	-3.841	-7.529	-1.639	-6.779	-8.166	-0.563	-7.568	-7.632	-11.871
ST14	-9.077	-8.56	-4.328	-4.457	-10.257	-13.482	-4.086	-17.623	-17.23	-14.191
ST18	-8.913	-16.773	-15.652	-7.902	-11.698	-11.294	-5.109	-25.708	-17.07	-21.424
ST20	-5.108	-10.77	-9.508	-1.382	-6.781	-9.202	-1.486	-10.567	-13.245	-6.832
ST20-MTHFS	-3.841	-7.475	-6.296	-7.424	-5.746	-5.998	-1.967	-8.414	-4.657	-7.572
ST3GAL1	-0.594	3.873	0.487	2.596	-1.599	3.891	-0.123	-1.295	-8.296	-2.96
ST3GAL2	-4.439	-15.705	-9.703	-13.321	-10.516	-11.528	-4.768	-20.425	-30.762	-15.009
ST3GAL3	-18.265	-27.334	-32.448	-20.304	-22.147	-29.825	-10.365	-36.485	-48.259	-48.909
ST3GAL4	-11.984	-9.374	-9.229	-10.857	-12.445	-15.609	-6.087	-24.706	-15.207	-20.285
ST3GAL5	-15.7	-13.308	-21.425	-12.009	-12.587	-18.934	-3.26	-21.971	-15.636	-22.163
ST3GAL6	-2.557	-12.876	-11.306	-0.86	-11.109	-10.846	2.257	-12.92	4.136	-7.401
ST5	-11.513	-13.765	-13.92	-9.54	-4.491	-15.682	0.296	-19.369	-21.515	-14.289
ST6GAL1	-24.997	-27.451	-22.59	-20.668	-20.138	-26.316	-10.456	-37.048	-26.325	-34.048
ST6GAL2	-7.338	-12.079	-8.744	-2.178	-6.933	-11.107	-2.667	-18.697	-12.86	-10.605
ST6GALNAC1	-10.742	-18.084	-13.002	-7.958	-9.53	-16.29	-2.878	-16.965	-21.422	-16.494
ST6GALNAC2	-7.833	-17.653	-14.848	-10.673	-10.129	-14.139	-6.171	-18.343	-18.678	-18.68
ST6GALNAC3	-9.495	-12.022	-16.015	-9.037	-8.764	-6.487	-3.615	-17.182	-17.501	-16.762
ST6GALNAC4	-12.128	-16.003	-15.157	-10.223	-7.554	-12.508	-4.557	-18.877	-14.078	-12.165
ST6GALNAC5	-12.8	-12.717	-13.938	-1.734	-6.043	-6.166	0.331	-12.35	-14.201	-15.397
ST6GALNAC6	-9.95	-14.819	-11.582	-7.643	-10.559	-11.275	0.685	-12.428	-18.064	-15.846
ST7	-7.711	-15.235	-16.165	-2.027	-9.824	-9.051	0.176	-13.233	-11.027	-10.547
ST7L	-7.659	-14.805	-19.36	-10.418	-12.813	-16.472	-5.547	-21.261	-14.456	-21.433
ST8SIA1	-4.476	-19.042	-18.948	-5.293	-6.563	-9.97	-5.408	-24.488	-20.624	-14.361
ST8SIA2	-6.638	-15.272	-12.562	-7.055	-9.971	-8.976	-4.789	-16.893	-12.916	-13.879
ST8SIA3	-7.313	-14.459	-13.573	-1.823	-6.431	-10.15	-3.731	-20.563	-17.827	-18.006
ST8SIA4	-9.04	-17.116	-19.141	-8.503	-10.56	-13.002	-5.336	-14.65	-12.914	-18.484
ST8SIA5	-10.197	-14.051	-12.259	-10.986	-12.181	-10.526	-4.422	-15.501	-12.102	-15.507
ST8SIA6	-5.579	-12.762	-11.594	-7.695	-11.057	-11.454	-1.85	-12.298	-13.095	-13.509
STAB1	-7.883	-10.969	-9.974	-5.802	-7.933	-11.607	-1.666	-15.382	-15.227	-11.678
STAB2	-14.118	-16.872	-16.233	-8.121	-4.749	-9.915	-2.523	-18.354	-17.932	-12.803
STAC	-11.474	-14.744	-12.13	-6.426	-12.184	-11.636	-2.974	-21.83	-14.218	-19.149
STAC2	-5.945	-8.037	-14.61	-5.135	-13.003	-13.22	-3.776	-16.854	-17.02	-12.967
STAC3	-5.163	-13.016	-10.46	-3.478	-9.041	-10.893	-6.997	-13.8	-18.956	-8.128
STAG1	-2.938	-11.546	-6.94	-1.122	-7.035	-8.761	-4.641	-9.8	-10.699	-6.782
STAG2	8.761	1.288	26.67	3.91	18.193	9.135	9.992	-4.348	-11.717	-3.022
STAG3	-11.881	-14.96	-23.347	-4.899	-11.184	-17.166	-2.609	-20.568	-15.69	-13.757
STAM	-6.923	-10.595	-7.512	-1.922	-5.27	-10.278	2.14	-14.197	-9.108	-13.747
STAM2	-0.958	-9.331	-9.089	-4.152	-11.607	-6.132	1.026	-18.833	-7.319	-11.266
STAMBP	-4.1	-14.786	-7.422	6.051	-8.659	-7.72	-3.444	-15.522	-12.283	-11.661
STAMBPL1	-14.028	-17.067	-15.424	-8.175	-11.136	-10.038	-2.244	-21.597	-14.157	-17.934
STAP1	-8.621	-19.357	-18.204	-5.657	-10.04	-12.185	-5.241	-19.56	-20.347	-19.309
STAP2	-6.975	-16.525	-13.84	-8.541	-12.805	-16.906	-5.001	-18.372	-14.665	-14.564
STAR	-8.779	-10.855	-14.336	-8.069	-5.566	-10.665	-3.116	-17.471	-18.807	-15.187
STARD10	-7.768	-14.61	-12.24	-10.7	-4.342	-10.736	-0.677	-11.732	-15.266	-15.396
STARD13	-8.188	-12.052	-7.076	-5.651	-4.537	-0.221	-0.728	-13.998	-7.005	-10.611
STARD3	-6.191	-15.961	-19.069	-9.232	-12.1	-12.335	-6.758	-11.24	-15.24	-18.626
STARD3NL	-5.63	-15.616	-10.757	-3.525	-12.06	-12.609	0.077	-19.341	-17.379	-17.604
STARD4	-8.887	-12.011	-12.902	-6.317	-8.06	-12.439	-4.443	-14.798	-12.573	-13.836
STARD5	-6.106	-13.934	-10.356	-3.526	-11.69	-8.601	-0.67	-16.761	-13.656	-15.564
STARD6	-1.949	-11.223	-8.519	2.051	-6.748	-8.529	-0.451	-4.679	-15.82	-16.319
STARD7	-4.732	-22.229	-9.634	-0.802	-5.953	-6.141	1.064	-7.224	-2.841	-4.74
STARD8	-6.213	-11.169	-9.165	-7.099	-4.756	-10.937	-4.921	-13.927	-9.971	-10.39
STARD9	-8.246	-10.266	-9.258	-1.499	-1.348	-4.328	-0.259	-8.162	-20.858	-20.773
STAT1	-5.262	-6.073	-10.845	-0.213	-6.081	-7.629	-5.121	-13.377	-9.976	-11.724
STAT2	-2.069	-11.38	-13.262	-4.095	-15.425	-11.689	-3.693	-13.497	-10.579	-10.889
STAT3	-10.49	-14.015	-16.823	-7.98	-11.991	-15.384	-3.265	-10.682	-13.05	-18.635
STAT4	-5.832	-16.674	-16.439	-12.215	-13.534	-14.221	-3.45	-20.848	-17.385	-18.987
STAT5A	-8.701	-14.299	-9.33	-5.261	-11.211	-11.149	-2.959	-17.184	-14.892	-16.81
STAT5B	-3.623	-15.32	-13.705	-6.401	-14.15	-13.451	-4.913	-15.235	-15.257	-18.886
STAT6	-8.359	-17.512	-12.525	-4.785	-13.733	-10.999	-1.699	-16.074	-13.812	-12.841
STATH	-5.513	-8.274	-9.912	-4.781	-4.929	-6.618	0.396	-11.575	-9.817	-11.951
STAU1	-5.84	-15.903	-17.282	-7.059	-7.429	-12.142	-1.892	-17.135	-13.957	-8.39
STAU2	-9.837	-25.005	-14.761	-6.727	-8.731	-15.007	-1.852	-19.085	-12.235	-15.211
STBD1	-5.506	-14.698	-15.574	-10.837	-9.171	-10.108	-4.296	-15.685	-15.668	-15.812
STC1	-12.119	-19.894	-21.483	-13.185	-11.343	-15.236	-8.154	-23.04	-22.658	-22.18
STC2	-15.377	-18.016	-16.045	-10.907	-15.272	-22.346	-6.059	-18.293	-19.551	-23.239
STEAP1	-7.25	-9.87	-10.332	-1.385	-3.634	-3.112	-1.75	-14.095	-11.389	-12.858
STEAP1B	-9.675	-6.477	-7.509	-6.803	-8.321	-9.08	-4.153	-10.831	-9.02	-10.809
STEAP2	0.582	-12.8	-12.347	-13.232	-4.936	-10.248	0.362	-15.278	-9.132	-13.863
STEAP3	-12.651	-10.433	-14.578	-13.662	-7.116	-11.651	-5.968	-17.793	-19.226	-17.408
STEAP4	-11.438	-21.373	-24.099	-14.15	-14.194	-12.408	-3.637	-22.454	-20.494	-19.632
STH	-10.141	-11.515	-14.36	-7.078	-14.415	-6.568	-4.667	-21.969	-21.415	-17.325
STIL	-5.565	7.041	3.526	-3.474	-4.146	-2.434	-2.95	1.787	-0.039	0.311
STIM1	-6.086	-13.63	-17.772	-7.349	-12.74	-14.107	-3.937	-18.339	-12.384	-18.247
STIM2	-10.306	-16.164	-16.166	-10.086	-13.033	-7.714	-4.533	-17.82	-15.899	-15.774
STIP1	-8.946	-9.617	-5.886	-9.571	-14.62	-10.216	-2.682	-7.501	-12.535	-10.787
STK10	-4.035	-3.301	-11.551	-1.065	-5.059	-6.215	-2.31	-10.169	-11.927	-9.798
STK11	-3.639	-28.86	-18.537	3.674	-16.314	-27.223	-9.298	-9.708	-22.602	-3.217
STK11IP	-5.355	-13.478	-16.109	-1.237	-5.66	-9.961	-3.57	-11.056	-11.149	-14.414
STK16	-3.314	-9	-11.856	-2.481	-4.704	-10.464	-2.945	-13.544	-11.239	-7.813
STK17A	-5.146	-22.31	-14.103	-5.284	-15.282	-14.762	-0.679	-29.631	-18.845	-22.07
STK17B	-4.753	-10.257	-22.778	-8.765	-10.661	-6.822	-3.834	-12.103	-9.908	-18.247
STK19	-5.613	-10.79	-12.77	-5.377	-7.911	-8.698	-2.726	-13.018	-12.042	-13.966
STK24	-1.52	-9.501	-14.228	-5.401	-10.392	-11.318	-0.217	-17.538	-11.642	-14.903
STK25	-7.92	-14.013	-12.558	-2.958	-8.072	-9.783	1.871	-13.406	-12.924	-12.629
STK3	0.709	-8.493	-9.644	-0.1	-2.433	-1.589	2.198	-11.401	-15.551	-3.077
STK31	-9.9	-14.604	-17.777	-9.939	-11.099	-14.907	-4.023	-14.459	-15.759	-17.299
STK32A	-7.467	-13.319	-16.872	-13.035	-9.657	-11.568	-4.005	-16.763	-16.597	-13.125
STK32B	-9.153	-8.953	-8.194	-3.528	-9.438	-5.941	-3.392	-12.718	-11.681	-11.963
STK32C	-8.265	-12.385	-13.643	-6.636	-5.897	-8.576	-2.695	-13.036	-13.213	-17.542
STK33	-8.655	-9.69	-13.719	-7.762	-4.857	-12.256	-3.799	-13.052	-13.69	-18.545
STK35	-6.136	-12.211	-15.906	-10.378	-10.426	-8.987	-6.176	-15.08	-9.526	-13.574
STK36	-7.791	-14.021	-12.083	-1.54	-5.443	-12.105	-1.739	-14.513	-11.809	-10.288
STK38	-2.588	-9.275	-9.794	-9.97	-12.442	-9.005	-6.041	-12.036	-9.513	-4.858
STK38L	-7.698	-11.42	-18.741	-10.861	-6.315	-19.776	-4.599	-19.55	-18.887	-20.512
STK39	-3.268	-14.036	-5.905	-1.943	-10.801	-6.581	-7.485	-14.916	-5.815	-16.229
STK4	-2.738	-11.264	-10.958	-5.451	-5.401	-9.679	-2.191	-15.339	-9.476	-9.247
STK40	-10.687	-14.023	-13.109	-6.513	3.541	-19.477	-0.552	-23.854	-22.113	-18.355
STMN1	-0.547	-9.566	-13.839	-4.873	-8.017	-10.077	-5.668	-17.228	-10.51	-12.956
STMN2	-3.443	-8.774	-10.096	-0.401	-3.492	-13.45	2.12	-12.513	-19.7	-10.219
STMN3	-7.6	-11.987	-13.716	-6.919	-10.906	-12.324	-4.322	-16.772	-16.581	-12.611
STMN4	-13.207	-19.261	-19.688	-10.945	-17.139	-14.593	-6.115	-19.624	-17.757	-17.413
STMND1	-7.405	-13.066	-12.514	-7.307	-9.509	-11.588	-5.116	-17.864	-17.822	-16.425
STOM	-11.288	-15.292	-16.366	-14.245	-13.91	-16.155	-6.794	-23.197	-27.806	-20.729
STOML1	-4.998	-9.566	-13.696	-6.37	-8.238	-13.154	-3.485	-17.312	-16.383	-14.915
STOML2	-9.726	-16.885	-14.111	-6.385	-15.731	-11.352	-4.637	-18.814	-12.849	-15.815
STOML3	-12.055	-17.261	-15.134	-9.069	-13.866	-13.474	-3.989	-19.523	-14.982	-18.064
STON1	-12.521	-17.646	-15.584	-9.634	-9.575	-15.027	-7.18	-19.679	-18.803	-14.033
STON1-GTF2A1L	-12.681	-14.598	-13.338	-6.812	-8.827	-10.666	-4.084	-14.716	-18.601	-13.245
STON2	-14.011	-15.501	-15.443	-11.116	-15.188	-14.568	-4.16	-17.881	-19.537	-18.511
STOX1	-27.371	-31.804	-39.628	-22.492	-25.97	-37.666	-15.618	-45.498	-46.778	-29.324
STOX2	-9.211	-16.691	-16.761	-10.497	-7.404	-12.158	-5.592	-21.11	-19.064	-16.912
STPG1	-7.448	-11.555	-10.624	-4.375	-7.345	-12.634	2.529	-15.723	-11.727	-14.255
STPG2	-0.912	-9.639	-14.705	-4.035	-6.338	-14.536	-0.868	-9.049	-6.862	-13.58
STRA13	-6.988	-8.962	-7.556	-5.741	-5.585	-6.182	-2.138	-9.961	-9.644	-7.928
STRA6	-12.685	-16.823	-16.465	-14.083	-10.098	-13.378	-8.263	-19.94	-17.402	-17.33
STRA8	-11.504	-17.355	-14.41	-6.403	-13.218	-10.35	-4.237	-17.594	-17.946	-15.308
STRADA	-12.197	-14.929	-14.511	-2.796	-13.995	-19.632	-2.804	-17.914	-17.189	-15.94
STRADB	-0.525	-0.381	-7.028	3.69	-0.545	3.234	1.416	-6.901	-3.532	-7.365
STRAP	9.991	-13.804	15.453	14.305	9.387	4.116	2.111	7.01	3.79	7.24
STRBP	-7.983	-8.788	-7.323	-6.033	-4.769	-6.666	0.206	-9.383	-14.423	-4.35
STRC	-11.371	-6.053	-11.282	-5.851	-4.826	-0.82	-1.216	-11.076	-10.804	-10.448
STRIP1	-11.967	-7.577	-16.169	-6.975	-13.418	-14.541	-5.244	-18.142	-18.199	-19.471
STRIP2	-7.221	-15.578	-13.653	-11.173	-10.922	-14.624	-1.728	-20.869	-13.243	-14.319
STRN	-4.968	-11.346	-14.97	-6.59	-8.621	-13.318	-3.069	-10.394	-11.232	-19.554
STRN3	-8.25	-11.584	-11.001	-6.58	-13.849	-8.618	-4.339	-13.984	-10.048	-11.738
STRN4	-10.133	-12.291	-8.4	-7.354	-8.362	-10.192	-4.176	-12.694	-9.381	-12.147
STS	-6.28	-14.342	-14.546	-5.314	-9.833	-10.988	-4.418	-18.298	-14.464	-16.278
STT3A	-4.527	-8.224	-7.04	-2.111	-5.722	-1.226	0.655	-7.516	-4.328	-7.975
STT3B	-10.763	-19.797	-12.006	-4.51	-9.229	-6.974	-0.225	-9.705	-8.152	-14.688
STUB1	-6.86	-6.444	-14.086	-2.046	-5.647	-6.351	-1.316	-7.769	-7.702	-9.587
STX10	-5.498	-12.428	-12.559	-2.29	-12.12	-8.325	-0.99	-14.76	-15.611	-13.335
STX11	-12.632	-10.72	-13.218	-8.54	-8.075	-10.434	-2.888	-19.513	-14.397	-12.79
STX12	-8.778	-10.508	-14.041	-5.087	-9.254	-15.188	-5.767	-19.955	-25.979	-13.485
STX16	-11.889	-12.488	-16.619	-9.557	-8.211	-16.044	-1.248	-12.706	-7.956	-12.798
STX17	-6.639	-12.741	-14.393	-6.647	-5.838	-11.567	-2.011	-11.921	-12.064	-15.206
STX18	9.303	27.094	9.062	35.567	8.167	2.137	11.449	15.601	14.43	18.806
STX19	-6.413	-15.629	-18.715	-6.573	-14.033	-12.188	-6.229	-20.548	-14.543	-14.943
STX1A	-10.099	-20.642	-23.399	-10.94	-10.701	-18.274	-5.519	-17.156	-13.827	-13.784
STX1B	-7.015	-16.456	-10.662	-7.567	-8.363	-10.174	-5.157	-18.155	-17.199	-16.184
STX2	-7.979	-11.859	-10.773	-9.043	-6.002	-12.478	-3.914	-11.172	-13.855	-8.729
STX3	-2.777	-13.637	-14.106	-13.537	-13.954	-16.574	-4.951	-13.468	-7.869	-17.076
STX4	-6.857	-11.462	-13.262	-7.515	-5.979	-13.878	-3.847	-19.904	-13.953	-12.217
STX5	0.759	-22.33	40.48	-8.832	-4.027	-17.16	5.365	-0.273	-6.491	-3.956
STX6	-15.127	-19.931	-19.074	-9.152	-14.642	-14.266	-4.488	-19.107	-15.607	-21.932
STX7	-3.487	-8.713	-8.844	-4.159	-9.184	-9.759	-1.749	-8.711	-10.466	-5.836
STX8	-4.291	-5.118	-7.325	-1.31	-10.831	-2.089	-4.624	-7.592	-9.874	-6.403
STXBP1	-7.508	-14.403	-11.608	-6.558	-6.264	-9.865	-0.53	-18.421	-17.166	-14.943
STXBP2	-9.233	-11.398	-10.735	-1.342	-4.798	-5.096	-4.381	-10.1	-11.365	-11.788
STXBP3	5.721	-11.118	-10.514	-4.547	-8.5	-13.186	-0.82	-10.914	-17.361	-13.713
STXBP4	-10.063	-12.84	-19.373	-14.02	-8.468	-20.327	-8.055	-17.504	-13.053	-11.41
STXBP5	-6.429	-16.785	-14.417	-7.062	-6.987	-13.875	-6.334	-16.451	-12.472	-12.493
STXBP5L	-4.709	-9.512	-11.999	-2.127	-7.685	-4.906	-1.492	-9.205	-14.394	-7.77
STXBP6	-7.899	-18.194	-21.522	-10.285	-14.339	-19.718	-6.793	-17.222	-16.498	-15.695
STYK1	-14.286	-15.814	-14.687	-8.674	-9.287	-12.939	-4.531	-14.889	-14.568	-19.724
STYX	-2.746	3.913	-11.968	4.408	2.598	0.017	0.844	-1.328	-25.53	-3.127
STYXL1	-6.477	-19.252	-12.154	-11.903	-14.342	-14.188	-5.42	-22.892	-19.826	-16.576
SUB1	-5.622	-9.567	-6.494	-11.149	-9.218	-6.691	1.938	-5.577	-8.625	-4.157
SUCLA2	5.756	-9.373	-2.269	2.08	3.351	-2.521	-0.013	5.459	-5.164	7.076
SUCLG1	-4.722	-6.853	-12.943	-8.498	-7.2	-13.306	-5.09	-11.673	-15.633	-17.489
SUCLG2	-9.875	-10.048	-9.763	-3.51	-7.631	-15.12	-7.202	-12.716	-14.723	-13.99
SUCNR1	-6.318	-6.6	-8.462	-9.175	-7.809	-7.841	-0.644	-7.015	-10.269	-11.507
SUCO	-11.066	-13.615	-17.241	-14.226	-13.56	-21.251	-5.527	-22.275	-18.319	-19.737
SUDS3	9.262	9.739	17.958	4.234	12.439	15.932	2.191	17.431	22.317	18.879
SUFU	-9.366	-13.783	-11.253	-8.598	-8.139	-11.46	-8.289	-15.614	-15.786	-18.317
SUGP1	2.063	-7.599	7.462	6.794	-8.132	-0.197	1.069	-3.94	4.635	-3.719
SUGP2	-1.127	-16.775	-11.478	-1.689	-5.557	-9.496	-0.132	-15.887	-12.071	-19.501
SUGT1	6.303	-6.546	13.997	11.308	-1.36	1.651	2.007	22.42	14.778	15.68
SULF1	-14.466	-11.35	-12.496	-3.649	-12.284	-10.064	-0.214	-20.664	-13.871	-15.72
SULF2	-11.696	-19.33	-14.826	-9.739	-7.235	-14.722	-3.279	-18.521	-16.974	-15.832
SULT1A1	-4.732	-4.155	-10.399	-0.114	-5.865	-7.367	-1.265	-8.826	-10.286	-8.073
SULT1A2	-8.88	-13.765	-12.983	-5.793	-10.285	-11.375	-2.243	-16.177	-14.838	-15.93
SULT1B1	-8.655	-15.431	-19.761	-14.993	-15.891	-15.407	-4.381	-19.316	-20.272	-15.622
SULT1C2	-7.639	-19.868	-13.426	-10.631	-10.372	-14.691	-3.651	-24.66	-29.699	-16.46
SULT1C3	-5.914	-11.211	-10.417	-6.162	-5.354	-11.145	-0.882	-19.402	-17.058	-8.821
SULT1C4	-13.065	-12.708	-18.127	-6.226	-8.822	-17.256	-9.084	-21.142	-20.866	-18.426
SULT1E1	2.385	-10.103	-8.246	-9.278	-7.754	-7.72	-6.351	-19.569	-15.169	-12.966
SULT2A1	-2.301	-16.218	-14.012	-3.798	-6.402	-8.499	-2.775	-14.715	-10.535	-15.749
SULT2B1	-7.337	-12.806	-12.575	-2.739	-5.918	-7.533	-3.807	-13.004	-11.416	-14.353
SULT4A1	-9.957	-19.933	-13.546	-10.778	-12.157	-13.534	-5.264	-20.623	-17.237	-21.295
SULT6B1	-2.129	-11.264	-18.618	-5.17	-7.973	-11.747	-1.398	-12.313	-11.348	-16.621
SUMF1	-7.747	-11.558	-13.242	-9.963	-10.537	-10.052	-4.947	-22.369	-14.319	-23.029
SUMF2	-16.022	-28.381	-37.206	-16.707	-17.236	-22.341	-9.429	-46.911	-36.585	-44.473
SUMO1	-13.78	1.112	-4.656	-10.538	-2.349	-6.957	-1.49	-2.164	1.005	-9.898
SUMO2	2.986	8.551	-3.393	-0.279	0.415	3.702	-0.52	9.775	4.156	-6.207
SUMO3	-9.78	-19.533	-14.476	-7.648	-12.751	-13.633	-4.897	-21.753	-18.258	-17.392
SUMO4	2.43	3.467	3.572	0.036	0.301	-2.669	-1.834	-1.456	-4.739	0.033
SUN1	-10.069	-14.052	-14.616	-8.566	-11.123	-16.652	-6.463	-23.091	-18.786	-19.252
SUN2	-10.12	-10.283	-12.083	-6.693	-7.61	-10.228	-3.847	-11.011	-10.803	-16.332
SUN3	-11.679	-20.858	-11.396	-9.952	-11.309	-19.718	-3.308	-17.548	-16.9	-15.281
SUN5	-3.78	-10.702	-13.168	-8.788	-10.058	-10.122	-1.883	-17.616	-14.144	-10.626
SUOX	-12.039	-11.4	-9.569	-7.261	-7.463	-7.233	-0.83	-16.929	-14.869	-13.01
SUPT16H	22.731	41.206	51.303	29.831	53.331	10.489	12.325	64.107	66.017	68.532
